Product Name,Category,SKU,Filling,Weight,Customer Price,,
60X60CM,INSERTS,JENB255,Duck Feather - Fibre,Extra Firm Fill,18.45,,
60X60CM,INSERTS,JENB256,100% Polyester,Normal,$17.25,,
60X60CM,INSERTS,JENB257,100% Polyester,Firm Fill,17.85,,
60X60CM,INSERTS,JENB258,100% Polyester,Extra Firm Fill,18.45,,
60X60CM,INSERTS,JENB259,30% Down 70% Feather,Normal,$39.00,,
60X60CM,INSERTS,JENB260,30% Down 70% Feather,Firm Fill,41.6,,
60X60CM,INSERTS,JENB261,30% Down 70% Feather,Extra Firm Fill,44.2,,
60X60CM,INSERTS,JENB262,50% Down 50% Feather,Normal,$64.40,,
60X60CM,INSERTS,JENB263,50% Down 50% Feather,Firm Fill,67,,
60X60CM,INSERTS,JENB264,50% Down 50% Feather,Extra Firm Fill,69.6,,
60X60CM,INSERTS,JENB265,80% Down 20% Feather,Normal,$79.00,,
60X60CM,INSERTS,JENB266,80% Down 20% Feather,Firm Fill,81.6,,
60X60CM,INSERTS,JENB267,80% Down 20% Feather,Extra Firm Fill,84.2,,
65X40CM,INSERTS,JENB268,100% Feather,Normal,$16.50,,
65X40CM,INSERTS,JENB269,100% Feather,Extra Firm Fill,17.1,,
65X40CM,INSERTS,JENB270,Duck Feather - Foam,Normal,$18.50,,
65X40CM,INSERTS,JENB271,Duck Feather - Foam,Firm Fill,19.1,,
65X40CM,INSERTS,JENB272,Duck Feather - Foam,Extra Firm Fill,19.7,,
65X40CM,INSERTS,JENB273,Duck Feather - Fibre,Normal,$18.50,,
65X40CM,INSERTS,JENB274,Duck Feather - Fibre,Firm Fill,19.1,,
65X40CM,INSERTS,JENB275,Duck Feather - Fibre,Extra Firm Fill,19.7,,
65X40CM,INSERTS,JENB276,100% Polyester,Normal,$18.50,,
65X40CM,INSERTS,JENB277,100% Polyester,Firm Fill,19.1,,
65X40CM,INSERTS,JENB278,100% Polyester,Extra Firm Fill,19.7,,
65X40CM,INSERTS,JENB279,30% Down 70% Feather,Normal,$31.50,,
65X40CM,INSERTS,JENB280,30% Down 70% Feather,Firm Fill,34.1,,
65X40CM,INSERTS,JENB281,30% Down 70% Feather,Extra Firm Fill,36.7,,
65X40CM,INSERTS,JENB282,50% Down 50% Feather,Normal,$50.00,,
65X40CM,INSERTS,JENB283,50% Down 50% Feather,Firm Fill,52.6,,
65X40CM,INSERTS,JENB284,50% Down 50% Feather,Extra Firm Fill,55.2,,
65X40CM,INSERTS,JENB285,80% Down 20% Feather,Normal,$61.00,,
65X40CM,INSERTS,JENB286,80% Down 20% Feather,Firm Fill,63.6,,
65X40CM,INSERTS,JENB287,80% Down 20% Feather,Extra Firm Fill,66.2,,
65X65CM,INSERTS,JENB288,100% Feather,Normal,$22.00,,
65X65CM,INSERTS,JENB289,100% Feather,Extra Firm Fill,22.6,,
65X65CM,INSERTS,JENB290,Duck Feather - Foam,Normal,$28.75,,
65X65CM,INSERTS,JENB291,Duck Feather - Foam,Firm Fill,29.35,,
65X65CM,INSERTS,JENB292,Duck Feather - Foam,Extra Firm Fill,29.95,,
65X65CM,INSERTS,JENB293,Duck Feather - Fibre,Normal,$28.75,,
65X65CM,INSERTS,JENB294,Duck Feather - Fibre,Firm Fill,29.35,,
65X65CM,INSERTS,JENB295,Duck Feather - Fibre,Extra Firm Fill,29.95,,
65X65CM,INSERTS,JENB296,100% Polyester,Normal,$28.75,,
65X65CM,INSERTS,JENB297,100% Polyester,Firm Fill,29.35,,
65X65CM,INSERTS,JENB298,100% Polyester,Extra Firm Fill,29.95,,
65X65CM,INSERTS,JENB299,30% Down 70% Feather,Normal,$54.60,,
65X65CM,INSERTS,JENB300,30% Down 70% Feather,Firm Fill,57.2,,
65X65CM,INSERTS,JENB301,30% Down 70% Feather,Extra Firm Fill,59.8,,
65X65CM,INSERTS,JENB302,50% Down 50% Feather,Normal,$76.50,,
65X65CM,INSERTS,JENB303,50% Down 50% Feather,Firm Fill,79.1,,
65X65CM,INSERTS,JENB304,50% Down 50% Feather,Extra Firm Fill,81.7,,
65X65CM,INSERTS,JENB305,80% Down 20% Feather,Normal,$91.00,,
65X65CM,INSERTS,JENB306,80% Down 20% Feather,Firm Fill,93.6,,
65X65CM,INSERTS,JENB307,80% Down 20% Feather,Extra Firm Fill,96.2,,
